file_sha256,source_files,station_ids,station_count,row_counts,date_ranges
64d236c2e8ebfea316570321384f44664f632e1343b9286a8df9a941fe90d545,raw_data/la_poza/La poza feb-mayo 2025.xls; raw_data/pucon/Litoral Pucon feb 2025- mayo 2025.xls,la_poza; pucon,2,90; 90,2025-02-09–2025-05-09; 2025-02-09–2025-05-09
