station_id,station_name,date,statistic,n_rows,n_unique_values,min_value,max_value,quality_flags,source_files,source_rows,resolution_status
la_poza,La Poza,2022-10-31,min,2,1,1.04,1.04,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,21; 20,identical_duplicate_values
la_poza,La Poza,2022-11-01,max,2,1,5.57,5.57,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,22; 21,identical_duplicate_values
la_poza,La Poza,2022-11-01,mean,2,1,3.101,3.101,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,22; 21,identical_duplicate_values
la_poza,La Poza,2022-11-01,min,2,1,1.34,1.34,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,22; 21,identical_duplicate_values
la_poza,La Poza,2022-11-02,max,2,1,11.04,11.04,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,23; 22,identical_duplicate_values
la_poza,La Poza,2022-11-02,mean,2,1,3.82,3.82,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,23; 22,identical_duplicate_values
la_poza,La Poza,2022-11-02,min,2,1,1.16,1.16,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,23; 22,identical_duplicate_values
la_poza,La Poza,2022-11-03,max,2,1,11.27,11.27,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,24; 23,identical_duplicate_values
la_poza,La Poza,2022-11-03,mean,2,1,3.821,3.821,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,24; 23,identical_duplicate_values
la_poza,La Poza,2022-11-03,min,2,1,1.9,1.9,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,24; 23,identical_duplicate_values
la_poza,La Poza,2022-11-04,max,2,1,5.29,5.29,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,25; 24,identical_duplicate_values
la_poza,La Poza,2022-11-04,mean,2,1,3.667,3.667,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,25; 24,identical_duplicate_values
la_poza,La Poza,2022-11-04,min,2,1,2.08,2.08,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,25; 24,identical_duplicate_values
la_poza,La Poza,2022-11-05,max,2,1,6.31,6.31,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,26; 25,identical_duplicate_values
la_poza,La Poza,2022-11-05,mean,2,1,4.283,4.283,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,26; 25,identical_duplicate_values
la_poza,La Poza,2022-11-05,min,2,1,3.2,3.2,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,26; 25,identical_duplicate_values
la_poza,La Poza,2022-11-06,max,2,1,17.8,17.8,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,27; 26,identical_duplicate_values
la_poza,La Poza,2022-11-06,mean,2,1,8.869,8.869,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,27; 26,identical_duplicate_values
la_poza,La Poza,2022-11-06,min,2,1,3.96,3.96,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,27; 26,identical_duplicate_values
la_poza,La Poza,2022-11-07,max,2,1,26.82,26.82,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,28; 27,identical_duplicate_values
la_poza,La Poza,2022-11-07,mean,2,1,17.786,17.786,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,28; 27,identical_duplicate_values
la_poza,La Poza,2022-11-07,min,2,1,13.02,13.02,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,28; 27,identical_duplicate_values
la_poza,La Poza,2022-11-08,max,2,1,19.87,19.87,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,29; 28,identical_duplicate_values
la_poza,La Poza,2022-11-08,mean,2,1,13.526,13.526,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,29; 28,identical_duplicate_values
la_poza,La Poza,2022-11-08,min,2,1,7.87,7.87,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,29; 28,identical_duplicate_values
la_poza,La Poza,2022-11-09,max,2,1,20.12,20.12,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,30; 29,identical_duplicate_values
la_poza,La Poza,2022-11-09,mean,2,1,13.489,13.489,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,30; 29,identical_duplicate_values
la_poza,La Poza,2022-11-09,min,2,1,8.29,8.29,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,30; 29,identical_duplicate_values
la_poza,La Poza,2022-11-10,max,2,1,28.02,28.02,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,31; 30,identical_duplicate_values
la_poza,La Poza,2022-11-10,mean,2,1,16.357,16.357,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,31; 30,identical_duplicate_values
la_poza,La Poza,2022-11-10,min,2,1,13.95,13.95,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,31; 30,identical_duplicate_values
la_poza,La Poza,2022-11-11,max,2,1,21.71,21.71,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,32; 31,identical_duplicate_values
la_poza,La Poza,2022-11-11,mean,2,1,14.898,14.898,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,32; 31,identical_duplicate_values
la_poza,La Poza,2022-11-11,min,2,1,11.33,11.33,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,32; 31,identical_duplicate_values
la_poza,La Poza,2022-11-12,max,2,1,13.95,13.95,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,33; 32,identical_duplicate_values
la_poza,La Poza,2022-11-12,mean,2,1,11.752,11.752,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,33; 32,identical_duplicate_values
la_poza,La Poza,2022-11-12,min,2,1,10.06,10.06,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,33; 32,identical_duplicate_values
la_poza,La Poza,2022-11-13,max,2,1,16.93,16.93,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,34; 33,identical_duplicate_values
la_poza,La Poza,2022-11-13,mean,2,1,12.941,12.941,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,34; 33,identical_duplicate_values
la_poza,La Poza,2022-11-13,min,2,1,10.49,10.49,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,34; 33,identical_duplicate_values
la_poza,La Poza,2022-11-14,max,2,1,17.19,17.19,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,35; 34,identical_duplicate_values
la_poza,La Poza,2022-11-14,mean,2,1,8.661,8.661,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,35; 34,identical_duplicate_values
la_poza,La Poza,2022-11-14,min,2,1,4.35,4.35,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,35; 34,identical_duplicate_values
la_poza,La Poza,2022-11-15,max,2,1,11.56,11.56,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,36; 35,identical_duplicate_values
la_poza,La Poza,2022-11-15,mean,2,1,5.032,5.032,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,36; 35,identical_duplicate_values
la_poza,La Poza,2022-11-15,min,2,1,1.45,1.45,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,36; 35,identical_duplicate_values
la_poza,La Poza,2022-11-16,max,2,1,3.52,3.52,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,37; 36,identical_duplicate_values
